Illumina Inc. BeadStudio version 1.9.0.24624				
Normalization = none				
Array Content = HumanHT-12_V4_0_R2_15002873_B.bgx				
Error Model = Illumina custom				
DateTime = 02/24/2016 05:00 PM				
Local Settings = en-US				
				
PROBE_ID	KHYG1_si308_b.AVG_Signal	KHYG1_si308_b.Avg_NBEADS	KHYG1_si308_b.BEAD_STDERR	KHYG1_si308_b.Detection Pval
ILMN_1685574	143.6604	29	5.390072	0
ILMN_2276952	90.89741	27	3.411164	0.9298701
ILMN_2376403	107.9762	17	4.118819	0.02857143
ILMN_1748124	121.6714	22	3.82682	0.001298701
ILMN_1695382	93.464	27	2.182256	0.7883117
ILMN_1781356	99.18933	19	2.854395	0.312987
ILMN_1721636	234.9259	26	11.06715	0
ILMN_3301824	229.3866	23	7.021284	0
ILMN_3225244	179.6839	23	5.730731	0
ILMN_1746393	320.4467	20	10.11366	0
ILMN_2368292	356.0633	20	14.52749	0
ILMN_1673111	217.619	14	12.4659	0
ILMN_1657509	211.1987	25	9.945906	0
ILMN_2097954	229.0889	28	9.750652	0
ILMN_3246534	104.2443	30	2.533362	0.08961039
ILMN_1747146	583.6599	21	15.78437	0
ILMN_1674967	95.06872	18	2.002959	0.6324675
ILMN_1674645	121.6437	22	3.220815	0.001298701
ILMN_1680430	99.86538	23	2.310199	0.2701299
ILMN_1765427	94.13108	29	2.427414	0.7285714
ILMN_1758790	98.30185	27	3.090781	0.3766234
ILMN_1797209	168.1731	18	6.788493	0
ILMN_2223805	206.7805	22	6.618917	0
ILMN_1652578	93.66909	23	2.517589	0.7649351
ILMN_1661143	99.89967	21	3.029444	0.2688312
ILMN_1746712	103.8293	16	3.360395	0.0987013
ILMN_2314121	92.26019	25	1.814876	0.8779221
ILMN_1660639	90.88245	31	1.619874	0.9298701
ILMN_1718907	533.0436	21	18.30053	0
ILMN_1655611	98.12888	16	3.821863	0.3935065
ILMN_1743933	93.08051	16	2.575046	0.8220779
ILMN_3245550	95.44102	21	2.148184	0.6064935
ILMN_1656291	91.47794	24	2.489067	0.9
ILMN_1801443	98.9032	22	2.578522	0.3298701
ILMN_1801098	113.2221	25	4.631167	0.007792208
ILMN_1662884	100.6192	32	2.976418	0.2350649
ILMN_1768913	115.2399	24	3.127897	0.002597403
ILMN_1781027	97.6885	19	4.871934	0.4272727
ILMN_1713668	349.0272	16	18.83764	0
ILMN_2211672	146.157	30	3.808839	0
ILMN_1657194	96.25524	18	2.863566	0.5402597
ILMN_1806464	102.3342	21	2.844657	0.1493506
ILMN_1775615	95.08311	20	2.497128	0.6324675
ILMN_1747546	96.50499	10	4.478062	0.5103896
ILMN_1656194	110.8545	16	3.85639	0.01298701
ILMN_1697810	111.1859	22	3.95253	0.01298701
ILMN_2341524	98.1651	19	3.164913	0.3896104
ILMN_1768115	95.08433	24	2.477594	0.6324675
ILMN_2194106	94.48168	26	2.71111	0.6948052
ILMN_2130525	95.74609	31	2.335639	0.5831169
ILMN_1669881	90.67497	20	2.580154	0.9350649
ILMN_1785060	107.544	23	3.991592	0.03506494
ILMN_1803850	96.06352	23	2.112254	0.5558441
ILMN_1743465	89.82342	24	1.583804	0.9636363
ILMN_2374383	157.3253	20	4.554224	0
ILMN_1777881	574.9626	30	13.64299	0
ILMN_2377708	94.23196	24	1.811047	0.7181818
ILMN_1699980	99.10255	20	2.52222	0.3142857
ILMN_1710899	94.39119	23	2.918218	0.7038961
ILMN_1746349	103.0601	12	3.902313	0.1311688
ILMN_1810093	94.32618	12	4.193834	0.7116883
ILMN_2186319	105.4013	17	4.224744	0.06233766
ILMN_1790549	414.9295	25	14.89004	0
ILMN_1655469	378.0386	20	16.33512	0
ILMN_1725079	213.902	26	7.760415	0
ILMN_1718621	482.6217	20	12.69526	0
ILMN_1760449	133.7631	15	3.863424	0
ILMN_2389970	180.9733	19	10.73866	0
ILMN_1749403	130.1765	25	3.158875	0
ILMN_1718607	163.3518	21	5.185445	0
ILMN_2290522	95.05869	11	3.838936	0.6337662
ILMN_2340027	113.5504	23	3.434721	0.007792208
ILMN_1720908	90.05959	20	2.517627	0.9584416
ILMN_1799028	216.7507	22	6.891014	0
ILMN_2183856	96.97945	27	2.318323	0.4779221
ILMN_1730998	90.73842	21	2.385674	0.9324675
ILMN_2120695	104.6461	13	4.211922	0.08441558
ILMN_1809291	96.65664	20	2.671533	0.5038961
ILMN_1683263	93.96185	24	3.255865	0.7493507
ILMN_1729453	95.57269	19	3.536245	0.5922078
ILMN_2260991	128.0643	22	4.514796	0
ILMN_2349658	99.89559	24	2.66719	0.2701299
ILMN_1681679	101.5496	22	3.341019	0.1844156
ILMN_1716236	102.0639	13	3.097863	0.1649351
ILMN_2186846	92.48906	20	2.144032	0.864935
ILMN_1693860	98.05602	21	3.188894	0.3987013
ILMN_2063254	94.40176	17	2.42673	0.7012987
ILMN_2197750	100.6349	21	3.456441	0.2350649
ILMN_1779014	259.2114	15	8.825895	0
ILMN_1775336	102.7363	21	2.970214	0.1402597
ILMN_2347298	120.8256	17	4.920502	0.001298701
ILMN_2260813	102.6676	16	3.434724	0.1402597
ILMN_1771155	100.9728	24	2.876619	0.2142857
ILMN_1657554	110.4486	24	1.545524	0.01428571
ILMN_1693635	101.7741	24	2.126478	0.1792208
ILMN_2231478	92.90057	15	1.820181	0.8324676
ILMN_1737360	91.57543	14	3.590908	0.8974026
ILMN_1740500	125.5743	20	4.440117	0
ILMN_1737972	95.20697	21	1.877548	0.6246753
ILMN_1701264	99.46558	15	3.498948	0.2987013
ILMN_2092232	100.0784	19	4.022478	0.2571429
ILMN_1775761	241.1751	16	10.33736	0
ILMN_1670948	839.576	27	24.91044	0
ILMN_2129349	384.8245	21	12.03761	0
ILMN_1802753	431.1973	26	9.718817	0
ILMN_1794666	91.21788	13	3.248304	0.9103896
ILMN_1738843	95.5608	31	3.229864	0.5935065
ILMN_1760369	98.54892	31	3.717566	0.3532467
ILMN_1723381	100.7388	18	2.80718	0.2298701
ILMN_1791637	101.176	22	3.61345	0.2051948
ILMN_1691572	1375.37	16	41.51476	0
ILMN_1697777	198.0537	29	5.899951	0
ILMN_3234456	125.5603	21	5.05996	0
ILMN_3197097	300.4915	20	14.09928	0
ILMN_1684520	103.4855	24	2.903475	0.1181818
ILMN_1763231	93.41706	17	3.754027	0.7974026
ILMN_1705834	101.9411	18	4.687797	0.174026
ILMN_1743303	264.65	21	9.720361	0
ILMN_2183784	108.5358	12	2.753226	0.02337662
ILMN_1778438	96.80454	22	2.519734	0.4909091
ILMN_1745573	280.9352	19	11.83106	0
ILMN_1668606	100.1101	22	3.21628	0.2571429
ILMN_1753064	157.6411	20	6.320972	0
ILMN_2390472	156.0423	20	4.189919	0
ILMN_1696757	128.4567	17	5.971862	0
ILMN_1693317	277.1713	23	6.937574	0
ILMN_1737271	100.6594	22	2.47391	0.2350649
ILMN_1660810	156.7538	28	4.678203	0
ILMN_1784516	100.329	24	2.348236	0.2441558
ILMN_2192385	315.1151	15	7.744391	0
ILMN_1715332	92.6274	19	2.513705	0.8571429
ILMN_1710671	103.8193	17	3.544078	0.0987013
ILMN_2217955	97.34709	20	3.33074	0.451948
ILMN_2122760	103.0017	14	4.463046	0.1324675
ILMN_2319234	115.7014	14	4.747225	0.002597403
ILMN_1690320	121.1178	17	4.909785	0.001298701
ILMN_2190126	97.06902	17	4.770419	0.4701299
ILMN_1730963	97.35114	15	2.756796	0.451948
ILMN_1710303	97.01185	21	2.993072	0.4766234
ILMN_1676555	119.4228	23	4.121278	0.001298701
ILMN_1757730	347.6708	26	13.78104	0
ILMN_1755487	100.6332	12	3.754535	0.2350649
ILMN_1832106	111.722	20	3.61311	0.01038961
ILMN_1694979	92.72649	28	2.255459	0.8467532
ILMN_1728605	610.4051	24	22.21612	0
ILMN_1761476	90.09641	23	1.486392	0.9571428
ILMN_1735822	97.47079	24	2.348223	0.4415585
ILMN_1668795	98.86022	38	1.977171	0.3350649
ILMN_1696375	203.1526	22	5.985236	0
ILMN_2083593	196.7848	18	5.373432	0
ILMN_2083588	284.2159	20	10.63904	0
ILMN_1807088	115.7848	32	2.113942	0.002597403
ILMN_3203551	98.07448	26	2.71647	0.3974026
ILMN_1777366	148.2773	18	5.77696	0
ILMN_2289623	92.74354	23	3.118085	0.8428571
ILMN_1795911	376.353	25	13.25338	0
ILMN_2059886	648.1289	27	20.16241	0
ILMN_2297570	95.75788	27	2.438598	0.5818182
ILMN_1769290	107.5365	27	1.735863	0.03506494
ILMN_2071429	98.64334	22	2.803856	0.3454545
ILMN_1746720	345.6111	22	10.80754	0
ILMN_3310271	93.62171	23	1.830921	0.7727273
ILMN_1678140	832.6608	17	25.18468	0
ILMN_1706455	214.798	23	7.610679	0
ILMN_1715505	91.32175	21	2.750737	0.9012987
ILMN_1697160	104.4297	24	2.549054	0.08961039
ILMN_1718971	105.4509	21	2.884676	0.06103896
ILMN_1652309	104.6303	15	5.085109	0.08571429
ILMN_2401927	102.7257	18	3.346588	0.1402597
ILMN_3243117	97.78043	21	2.961867	0.4246753
ILMN_1682123	93.03231	19	2.463782	0.8246753
ILMN_2183389	148.7588	25	4.842197	0
ILMN_1685676	112.9705	24	4.324508	0.009090909
ILMN_1713129	152.2124	26	5.635703	0
ILMN_2128133	95.96783	22	2.458379	0.5636364
ILMN_1810228	621.944	12	23.88141	0
ILMN_1788166	370.8899	13	21.81594	0
ILMN_1764043	304.7216	20	14.05335	0
ILMN_1737073	94.62928	23	1.98597	0.6831169
ILMN_1806415	113.2322	22	3.5928	0.007792208
ILMN_2372795	122.0645	26	3.119017	0.001298701
ILMN_1799329	92.48457	22	2.578489	0.864935
ILMN_1784356	99.3302	13	4.587846	0.3090909
ILMN_1663113	418.9565	26	13.40881	0
ILMN_1738101	94.00902	17	2.15273	0.738961
ILMN_1697086	97.59084	22	2.949647	0.4350649
ILMN_2201905	86.19038	15	3.765958	0.9987013
ILMN_1680899	122.8444	14	2.827456	0.001298701
ILMN_1682818	134.8238	24	3.597361	0
ILMN_1785535	100.9843	17	3.039974	0.2142857
ILMN_1746846	127.116	16	3.859883	0
ILMN_1754655	146.5446	22	3.309397	0
ILMN_1788394	93.84604	17	2.729999	0.7532467
ILMN_1702821	93.35421	27	2.005462	0.8012987
ILMN_2323816	100.2235	16	3.227103	0.2545455
ILMN_1757411	97.05895	14	4.750117	0.4714286
ILMN_3307678	94.3511	25	2.161868	0.7038961
ILMN_1667504	99.46427	18	2.923076	0.2987013
ILMN_1652056	94.09859	20	2.788701	0.7311688
ILMN_1653665	93.21581	21	2.659768	0.812987
ILMN_1769416	104.1451	17	3.741135	0.0961039
ILMN_2415634	91.13831	37	2.012681	0.9181818
ILMN_2160750	92.68221	28	2.881212	0.851948
ILMN_1741862	97.58408	19	3.29997	0.4350649
ILMN_2364131	277.3206	32	8.925403	0
ILMN_1744442	184.9084	26	6.189818	0
ILMN_2198912	99.10094	19	3.764397	0.3142857
ILMN_1785821	142.2401	24	4.185945	0
ILMN_2183216	143.2691	22	4.322951	0
ILMN_2204360	103.4302	24	3.339597	0.1181818
ILMN_2149793	105.2514	20	2.97957	0.06363636
ILMN_2163538	106.0285	21	3.99706	0.05324675
ILMN_2163540	103.6646	22	3.518033	0.1051948
ILMN_2098499	90.81658	22	1.665994	0.9298701
ILMN_2080306	95.8244	19	3.643893	0.5766234
ILMN_2080309	89.75293	19	1.917036	0.9636363
ILMN_2143383	103.6617	28	3.061403	0.1051948
ILMN_2077896	94.50044	19	4.134365	0.6922078
ILMN_2145470	92.40845	16	2.207719	0.8688312
ILMN_2055391	90.83501	12	2.42026	0.9298701
ILMN_2055396	97.24837	22	1.963668	0.4571429
ILMN_1663406	91.32184	19	3.20802	0.9012987
ILMN_3245112	93.94323	16	2.550633	0.7493507
ILMN_3244082	97.72921	21	3.279128	0.4272727
ILMN_2089365	97.58264	24	2.918154	0.4350649
ILMN_1661523	95.17906	26	3.252747	0.625974
ILMN_2099855	95.40133	25	2.669235	0.6077922
ILMN_2099858	101.0685	15	4.164663	0.2090909
ILMN_2048223	95.73717	23	2.118822	0.5831169
ILMN_2048228	97.87625	18	1.971107	0.4194805
ILMN_1716969	99.56194	18	2.016527	0.2909091
ILMN_1768489	101.1651	19	3.34167	0.2064935
ILMN_2224230	98.91354	13	4.536544	0.3285714
ILMN_2224231	94.23297	20	2.587045	0.7181818
ILMN_3249639	93.56146	28	2.821857	0.7818182
ILMN_3236300	90.33681	23	3.228785	0.9480519
ILMN_1669640	99.37795	15	4.421992	0.3025974
ILMN_3239945	100.2537	23	2.943829	0.2519481
ILMN_2066116	92.42155	19	1.904939	0.8688312
ILMN_3242632	101.2453	25	2.70708	0.2012987
ILMN_1689843	96.26943	32	2.550393	0.5402597
ILMN_2164482	92.18023	26	1.676807	0.8805195
ILMN_2164478	103.3487	20	3.763244	0.1233766
ILMN_2211959	110.6581	19	4.081879	0.01428571
ILMN_2211956	92.12719	23	2.908796	0.8805195
ILMN_1673390	95.78809	25	3.437349	0.5792208
ILMN_2177389	103.5186	21	3.27079	0.1168831
ILMN_1810319	95.14992	28	2.453583	0.6272727
ILMN_2224454	104.4621	18	2.806043	0.08831169
ILMN_1736175	100.2372	20	2.756011	0.2532468
ILMN_2087817	92.30327	20	2.398524	0.874026
ILMN_3240008	87.66342	17	2.446703	0.9948052
ILMN_1796326	91.59178	15	2.421368	0.8974026
ILMN_2197608	101.8484	21	2.81564	0.1766234
ILMN_1758497	93.97603	21	2.536086	0.7428572
ILMN_2351269	98.0489	32	1.728747	0.4
ILMN_1695829	92.77283	24	2.273248	0.8402597
ILMN_2288148	98.3802	27	2.502589	0.3675325
ILMN_2238132	101.8044	24	2.939099	0.1792208
ILMN_1692731	152.0759	22	4.48213	0
ILMN_1779579	98.30602	18	2.191412	0.3753247
ILMN_1810227	101.9065	21	3.420379	0.174026
ILMN_1755352	88.98612	19	2.096777	0.9818182
ILMN_1742981	3277.429	19	152.8361	0
ILMN_2148819	10550.77	22	193.1294	0
ILMN_1800261	11422.19	18	367.7191	0
ILMN_1742167	7849.862	17	364.5381	0
ILMN_3251341	4856.438	27	152.6135	0
ILMN_1679482	96.62428	18	3.571572	0.5064935
ILMN_2215639	103.4915	19	2.127041	0.1181818
ILMN_2215640	551.6762	26	22.98219	0
ILMN_1652464	114.5196	29	3.245337	0.005194805
ILMN_1677635	97.37659	15	3.397204	0.448052
ILMN_1784300	1866.383	14	108.1047	0
ILMN_1793659	99.75322	21	3.828596	0.2805195
ILMN_1670385	102.2819	21	3.39361	0.1506494
ILMN_1665583	1622.947	19	58.41913	0
ILMN_2101885	5631.693	22	137.9569	0
ILMN_1710280	98.50775	21	3.185007	0.3545454
ILMN_2038775	121.3949	26	3.674529	0.001298701
ILMN_1680874	94.21471	21	3.207535	0.7194805
ILMN_1780769	1446.83	21	36.37123	0
ILMN_1791726	801.6062	29	14.86839	0
ILMN_1682459	97.13609	21	2.139786	0.4636364
ILMN_1750100	342.3659	20	14.5112	0
ILMN_1702636	95.39061	19	2.168385	0.6103896
ILMN_1699489	92.74944	25	3.25364	0.8428571
ILMN_2178994	97.25251	22	3.408623	0.4571429
ILMN_1749253	140.0242	12	5.116968	0
ILMN_2134888	124.5406	24	5.306742	0
ILMN_1764398	151.6727	14	3.938574	0
ILMN_1663607	95.46548	24	1.379686	0.6038961
ILMN_1698646	136.7745	17	3.851611	0
ILMN_1728024	284.5623	21	12.50262	0
ILMN_1695731	1342.683	14	37.45914	0
ILMN_2367743	472.8784	16	26.01888	0
ILMN_1701052	131.8216	18	4.910858	0
ILMN_1775074	242.2727	17	8.902543	0
ILMN_1696110	104.4667	14	4.059313	0.08831169
ILMN_1792173	175.6804	22	5.725657	0
ILMN_1803045	166.9769	20	5.55099	0
ILMN_2412571	96.69454	24	2.891018	0.4987013
ILMN_1766803	118.9491	18	4.056126	0.001298701
ILMN_1770203	100.2429	21	2.488508	0.2532468
ILMN_1738369	812.8303	18	18.44892	0
ILMN_1781374	98.66358	19	3.334628	0.3454545
ILMN_1682783	1569.096	21	53.7651	0
ILMN_2163547	91.01151	27	1.75883	0.9246753
ILMN_2091221	92.1253	22	2.589464	0.8805195
ILMN_1719199	122.1687	16	6.782863	0.001298701
ILMN_2337740	122.1692	18	4.170942	0.001298701
ILMN_1720965	178.1042	24	8.579815	0
ILMN_2255605	101.0242	18	3.475609	0.212987
ILMN_1707350	97.91306	27	2.907078	0.412987
ILMN_1804329	131.7881	21	4.274735	0
ILMN_1774689	88.36494	16	2.969112	0.987013
ILMN_2354547	96.82254	22	2.80655	0.487013
ILMN_2191568	710.2858	20	23.71342	0
ILMN_1776852	96.88168	22	2.431412	0.4857143
ILMN_1786108	123.848	17	3.261627	0.001298701
ILMN_1682675	101.9978	22	3.253817	0.1727273
ILMN_1681203	105.9202	22	2.503386	0.05324675
ILMN_1703305	427.0006	23	16.24911	0
ILMN_1672908	97.98115	23	2.529336	0.4038961
ILMN_1721383	104.9363	17	3.969611	0.07922078
ILMN_1677429	92.86875	21	2.041159	0.8324676
ILMN_1742730	93.86469	24	2.037529	0.7519481
ILMN_1781121	176.6419	18	6.860911	0
ILMN_2214144	401.6529	18	17.4099	0
ILMN_1726967	119.8202	20	3.146622	0.001298701
ILMN_1741143	118.9853	22	3.505465	0.001298701
ILMN_1737084	997.5195	19	30.81941	0
ILMN_2107482	101.625	22	3.510993	0.1831169
ILMN_2038776	8924.003	14	226.0238	0
ILMN_1680314	4809.06	22	128.3172	0
ILMN_1654457	142.7044	15	6.755201	0
ILMN_1771862	129.8234	28	4.612134	0
ILMN_1783753	1791.632	25	63.23881	0
ILMN_1799367	928.9126	20	35.50745	0
ILMN_1662848	158.9645	14	10.1	0
ILMN_1709740	105.0224	23	2.835221	0.07402597
ILMN_1659437	2082.318	25	67.28903	0
ILMN_1669460	93.6635	23	1.475163	0.7649351
ILMN_1658537	98.50938	24	2.669026	0.3545454
ILMN_1653607	98.30524	13	2.536374	0.3753247
ILMN_1691334	113.3127	28	3.699271	0.007792208
ILMN_2292517	101.7532	21	2.724537	0.1792208
ILMN_2403965	158.5303	19	5.221807	0
ILMN_1788108	743.8191	19	27.87703	0
ILMN_1769082	101.9033	18	2.903076	0.1753247
ILMN_1686434	108.6918	22	4.353519	0.02337662
ILMN_1707461	93.65479	11	1.363901	0.7649351
ILMN_1731137	323.4732	31	12.22546	0
ILMN_1697448	1465.712	34	34.98612	0
ILMN_1756860	427.4113	19	24.99953	0
ILMN_1758084	103.8642	32	2.933277	0.0987013
ILMN_2056479	1295.321	32	47.70021	0
ILMN_1790218	159.6039	28	5.800638	0
ILMN_1748488	129.0434	23	4.054882	0
ILMN_1717056	484.7413	17	21.06991	0
ILMN_2324421	277.7321	15	12.66548	0
ILMN_1657893	153.8544	23	4.042847	0
ILMN_1653904	105.7309	22	2.878509	0.05454545
ILMN_1669083	92.41496	23	2.51012	0.8688312
ILMN_2188155	95.23864	23	2.800091	0.6233766
ILMN_1678310	91.55193	15	3.024528	0.8974026
ILMN_1676955	485.4263	21	16.82473	0
ILMN_3223126	102.923	17	4.660671	0.1350649
ILMN_3297126	101.6913	24	2.31579	0.1818182
ILMN_1806040	1594.221	30	65.56709	0
ILMN_1788774	95.79855	29	3.274203	0.5792208
ILMN_1740169	90.02952	23	2.692433	0.9610389
ILMN_2108808	95.2383	21	3.682493	0.6233766
ILMN_1778977	1738.865	23	47.08448	0
ILMN_2054652	93.28034	19	2.276645	0.8077922
ILMN_1775677	647.9364	17	21.87174	0
ILMN_2248725	112.4025	22	3.245856	0.009090909
ILMN_2325185	99.83733	22	2.98434	0.2727273
ILMN_1736135	176.3507	21	7.460711	0
ILMN_3298694	351.3301	18	18.80703	0
ILMN_1726842	174.5216	19	7.410701	0
ILMN_2395285	177.2755	18	5.912436	0
ILMN_1772113	642.3971	20	29.22967	0
ILMN_2362368	297.9844	19	13.45138	0
ILMN_1773868	293.8419	27	7.150623	0
ILMN_1779177	240.8356	22	7.094828	0
ILMN_2386269	143.0686	18	5.276021	0
ILMN_1768930	899.2148	17	32.36505	0
ILMN_2385173	123.1868	19	5.015829	0.001298701
ILMN_3239331	95.10335	26	2.545849	0.6311688
ILMN_1703273	90.06511	20	2.856915	0.9584416
ILMN_1681497	99.37292	21	2.221303	0.3025974
ILMN_1758209	106.7669	23	3.856428	0.04805195
ILMN_1742461	321.1294	16	16.76069	0
ILMN_1653712	119.1893	22	4.089427	0.001298701
ILMN_3297945	664.3214	18	24.9083	0
ILMN_1742872	251.6073	26	10.20414	0
ILMN_2324157	259.8471	16	14.85447	0
ILMN_3305339	178.7304	15	7.558069	0
ILMN_1782977	12642.34	19	344.8785	0
ILMN_2368576	252.9801	18	12.47445	0
ILMN_1675085	300.4601	27	11.49117	0
ILMN_1794612	218.0892	24	6.186489	0
ILMN_1807044	464.0332	14	12.41128	0
ILMN_1713993	922.6331	18	41.65208	0
ILMN_1807596	193.7416	21	7.378318	0
ILMN_1716157	184.8324	27	3.25252	0
ILMN_1814789	178.9201	21	4.142962	0
ILMN_2338348	96.02325	16	2.835071	0.5584416
ILMN_1684450	98.69368	32	1.788187	0.3428572
ILMN_3249435	108.6456	19	2.911666	0.02337662
ILMN_2191428	9887.831	19	283.0457	0
ILMN_1762436	7313.531	19	206.1025	0
ILMN_2038773	10665.68	28	285.2942	0
ILMN_2331501	12269.92	17	555.136	0
ILMN_2252160	94.78182	20	3.947814	0.6662338
ILMN_1678841	101.7741	34	2.600905	0.1792208
ILMN_1683609	449.8828	31	15.00978	0
ILMN_1720764	96.81444	15	4.761351	0.4896104
ILMN_1689142	179.3812	17	9.581932	0
ILMN_2408450	270.8601	25	8.189005	0
ILMN_1697211	100.1694	20	2.979266	0.2571429
ILMN_1674703	142.9779	29	4.378051	0
ILMN_1681603	93.27737	18	2.502919	0.8077922
ILMN_2307455	799.9518	18	37.96726	0
ILMN_1663099	105.1537	27	2.777022	0.06623377
ILMN_2301083	2380.802	24	81.61095	0
ILMN_1714730	2266.132	25	86.93653	0
ILMN_2265654	123.5029	28	3.292822	0.001298701
ILMN_1742958	101.3606	17	2.955854	0.1974026
ILMN_1719103	138.8637	20	4.523522	0
ILMN_2127624	149.6099	18	6.708615	0
ILMN_1787988	100.3013	26	3.509287	0.2480519
ILMN_1699503	273.2715	36	7.101517	0
ILMN_1725644	136.4214	22	5.153777	0
ILMN_1677756	118.1159	18	4.731253	0.001298701
ILMN_2241679	99.1346	15	3.116011	0.3142857
ILMN_2320853	2896.914	20	132.6413	0
ILMN_2320850	1178.699	27	49.27716	0
ILMN_2292963	92.77917	24	2.146023	0.8402597
ILMN_1707084	246.0375	23	9.250641	0
ILMN_3239223	98.34518	22	2.704726	0.3714286
ILMN_1806778	1279.025	25	37.86494	0
ILMN_2371685	182.6622	22	5.4551	0
ILMN_1707475	92.97536	17	3.5346	0.8285714
ILMN_1733142	102.1276	23	3.904022	0.1584416
ILMN_1669553	137.4708	24	3.808325	0
ILMN_1809652	99.44415	23	2.163216	0.3
ILMN_1661699	96.00729	24	2.809519	0.5584416
ILMN_1765714	113.5405	8	3.751897	0.007792208
ILMN_2390338	381.076	27	11.75707	0
ILMN_1708463	95.55199	20	3.067658	0.5948052
ILMN_2164242	645.4254	29	22.6868	0
ILMN_1719039	327.8217	12	17.47999	0
ILMN_1814465	369.8178	20	22.85604	0
ILMN_1785179	810.3871	26	21.3659	0
ILMN_2297824	100.3956	27	3.054526	0.2441558
ILMN_1674633	105.5852	24	2.874636	0.05844156
ILMN_1757644	156.3501	25	5.594687	0
ILMN_1810474	1552.046	24	49.8869	0
ILMN_1725529	100.01	21	2.091579	0.261039
ILMN_1662934	102.9289	26	2.635738	0.1350649
ILMN_1664542	108.1759	21	3.39099	0.02857143
ILMN_1713759	322.6501	16	5.231117	0
ILMN_1772712	118.5062	22	2.844298	0.001298701
ILMN_2387990	157.0839	18	5.662619	0
ILMN_1693991	104.3452	24	3.29731	0.08961039
ILMN_1671362	99.75459	19	2.897044	0.2805195
ILMN_3297392	121.7116	12	7.181799	0.001298701
ILMN_1677877	290.9474	18	7.086908	0
ILMN_1796830	111.7741	25	3.224225	0.01038961
ILMN_2252495	90.53483	21	1.955656	0.9402598
ILMN_1769520	1950.232	25	53.15763	0
ILMN_1703108	357.9843	20	11.73193	0
ILMN_1701331	1898.394	16	60.97049	0
ILMN_1695790	110.425	27	2.891613	0.01428571
ILMN_1662879	110.7271	14	4.523054	0.01298701
ILMN_2161015	97.18275	23	4.01055	0.4623377
ILMN_1793651	854.5815	28	26.8771	0
ILMN_1772925	131.7099	22	3.815969	0
ILMN_1746579	145.87	23	3.771857	0
ILMN_1776325	144.562	19	4.230919	0
ILMN_1683817	330.1759	21	11.70923	0
ILMN_3235825	97.84595	25	3.314563	0.4207792
ILMN_1675721	122.5632	21	3.861045	0.001298701
ILMN_2217289	101.0617	19	4.137342	0.2103896
ILMN_1711470	1259.27	29	35.44537	0
ILMN_1725870	95.839	22	2.696593	0.5766234
ILMN_1726107	158.2872	27	5.448771	0
ILMN_1665862	104.6669	21	3.687111	0.08441558
ILMN_2400206	106.4421	20	3.622373	0.05064935
ILMN_2318869	96.05013	19	2.219395	0.5571429
ILMN_2076567	111.9029	13	2.635263	0.01038961
ILMN_1770515	2803.164	24	85.44614	0
ILMN_1717420	134.588	20	5.317007	0
ILMN_2376142	105.4415	22	2.611612	0.06103896
ILMN_1783771	171.6366	13	6.66912	0
ILMN_1658874	94.13118	20	3.34782	0.7285714
ILMN_1692168	339.947	22	14.48053	0
ILMN_1743086	96.21477	28	2.538778	0.5428572
ILMN_1764549	511.814	25	18.2092	0
ILMN_2391141	409.483	26	14.67669	0
ILMN_1654323	99.52739	17	3.761922	0.2935065
ILMN_1752027	121.6624	17	4.991318	0.001298701
ILMN_2181363	552.3752	17	25.05347	0
ILMN_1704342	205.9484	15	8.811637	0
ILMN_1739259	299.0558	36	8.452446	0
ILMN_1675674	177.5412	31	4.354472	0
ILMN_1700811	151.1836	24	5.069669	0
ILMN_1651872	408.0467	20	17.21362	0
ILMN_1810729	151.0528	21	5.276548	0
ILMN_1742147	423.5629	21	12.09996	0
ILMN_1806394	102.8404	24	2.732327	0.1376623
ILMN_1678814	207.3578	22	7.613082	0
ILMN_2340065	1067.204	13	21.9672	0
ILMN_1653646	138.4653	22	3.378866	0
ILMN_1733991	186.1983	20	6.620145	0
ILMN_2202481	543.1146	23	18.92935	0
ILMN_2290089	105.8096	11	5.115019	0.05454545
ILMN_2399503	392.8151	21	9.704258	0
ILMN_3248928	106.0796	18	3.433074	0.05324675
ILMN_1685855	123.1903	14	5.188861	0.001298701
ILMN_1652872	104.9566	24	2.734641	0.07922078
ILMN_1774784	102.4285	19	3.451536	0.1454545
ILMN_1784410	444.3655	21	18.19663	0
ILMN_1798380	138.8573	20	5.18538	0
ILMN_2351611	173.4374	20	6.67294	0
ILMN_1688622	430.5966	24	13.89414	0
ILMN_1680770	264.7495	18	8.623976	0
ILMN_1796639	96.86353	25	3.177312	0.4857143
ILMN_1789349	433.2338	16	18.1622	0
ILMN_1748907	100.5484	20	3.725214	0.238961
ILMN_1795964	115.2166	19	2.758476	0.002597403
ILMN_1663489	174.4561	22	7.481082	0
ILMN_3242176	164.6612	16	2.84312	0
ILMN_1699226	199.0785	18	8.392973	0
ILMN_2204726	264.3065	25	10.84045	0
ILMN_1741253	196.3464	31	6.402106	0
ILMN_1758293	209.5598	22	8.353218	0
ILMN_1667839	468.6334	13	18.45017	0
ILMN_1726594	93.49446	19	2.957275	0.7883117
ILMN_1794914	123.8023	14	7.41335	0.001298701
ILMN_3251686	133.9033	18	5.832467	0
ILMN_1747046	103.8973	28	2.729875	0.0987013
ILMN_1731412	162.623	21	5.179961	0
ILMN_2394264	124.8111	21	5.325394	0
